Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	12410	1810	5505
mitochondrial_bact-Cma-CysGCA-18	0	0	0
mitochondrial_cp-Cma-GlnTTG-10	5355	1011	2238
mitochondrial_cp-Cma-HisGTG-15	10772	1430	2230
mitochondrial_cp-Cma-IleCAT-12	720	165	291
mitochondrial_cp-Cma-IleCAT-13	104	15	16
mitochondrial_cp-Cma-LeuTAG-16	432	63	126
mitochondrial_cp-Cma-SerGCT-11	0	0	0
mitochondrial_cp-Cma-TrpCCA-14	910	229	365
mitochondrial_cp-Cma-TyrGTA-17	0	0	0
mitochondrial_fungal-Cma-GlnTTG-22	559	53	105
mitochondrial_fungal-Cma-GluTTC-20	0	0	0
mitochondrial_fungal-Cma-GlyTCC-24	0	0	0
mitochondrial_fungal-Cma-LysTTT-25	0	0	0
mitochondrial_fungal-Cma-MetCAT-19	98	7	725
mitochondrial_fungal-Cma-SerGCT-23	4	1	5
mitochondrial_fungal-Cma-ThrTGT-21	0	0	0
mitochondrial_native-Cma-AsnGTT-8	7945	867	1405
mitochondrial_native-Cma-AspGTC-7	5431	1342	2358
mitochondrial_native-Cma-CysGCA-3	893	163	161
mitochondrial_native-Cma-GluTTC-1	9793	1504	1866
mitochondrial_native-Cma-IleCAT-5	2	0	3
mitochondrial_native-Cma-LysTTT-6	1208	264	670
mitochondrial_native-Cma-TyrGTA-4	4554	1127	2617
mitochondrial_native-Cma-eMetCAT-9	3665	385	584
mitochondrial_native-Cma-iMetCAT-2	29405	3295	5447
nuclear-Ath-AlaAGC-171748	685431	287113	938306
nuclear-Ath-AlaAGC-171749	396	145	417
nuclear-Ath-AlaAGC-183743	280	91	314
nuclear-Ath-AlaCGC-171750	111	47	147
nuclear-Ath-AlaCGC-171752	123182	45696	157124
nuclear-Ath-AlaCGC-183744	30	6	24
nuclear-Ath-AlaTGC-171747	140592	56898	191533
nuclear-Ath-AlaTGC-171751	75539	37652	126765
nuclear-Ath-ArgACG-171679	0	0	0
nuclear-Ath-ArgACG-171680	37	2	9
nuclear-Ath-ArgACG-171681	68639	24472	14375
nuclear-Ath-ArgACG-171682	11	3	1
nuclear-Ath-ArgACG-171683	3	0	0
nuclear-Ath-ArgACG-171772	0	0	0
nuclear-Ath-ArgCCG-171678	103174	20939	27641
nuclear-Ath-ArgCCG-171686	799	168	177
nuclear-Ath-ArgCCG-183763	4	1	2
nuclear-Ath-ArgCCT-171715	3	2	16
nuclear-Ath-ArgCCT-171716	107124	29097	27689
nuclear-Ath-ArgCCT-171719	2	0	2
nuclear-Ath-ArgTCG-171676	172358	55450	57905
nuclear-Ath-ArgTCG-171677	198	81	60
nuclear-Ath-ArgTCT-171693	0	0	0
nuclear-Ath-ArgTCT-171694	0	0	0
nuclear-Ath-ArgTCT-171695	0	0	0
nuclear-Ath-ArgTCT-171696	58	23	254
nuclear-Ath-ArgTCT-171714	11352	1552	2166
nuclear-Ath-ArgTCT-171717	21	2	4
nuclear-Ath-ArgTCT-183731	0	0	0
nuclear-Ath-AsnGTT-171725	190	40	32
nuclear-Ath-AsnGTT-171727	34	2	14
nuclear-Ath-AsnGTT-171729	26	2	7
nuclear-Ath-AsnGTT-183736	73235	17081	22561
nuclear-Ath-AsnGTT-183737	2	0	0
nuclear-Ath-AsnGTT-183738	11	1	4
nuclear-Ath-AsnGTT-183739	9	1	2
nuclear-Ath-AspGTC-171804	376838	103909	100598
nuclear-Ath-AspGTC-183754	0	0	0
nuclear-Ath-AspGTC-183755	0	0	1
nuclear-Ath-AspGTC-183756	58	15	70
nuclear-Ath-AspGTC-183757	13	2	51
nuclear-Ath-CysGCA-171684	0	0	0
nuclear-Ath-CysGCA-171742	0	0	0
nuclear-Ath-CysGCA-171756	20600	3196	6429
nuclear-Ath-CysGCA-171757	2	0	2
nuclear-Ath-CysGCA-171758	0	0	0
nuclear-Ath-CysGCA-171759	1	0	1
nuclear-Ath-CysGCA-171762	9	0	1
nuclear-Ath-CysGCA-183716	0	0	2
nuclear-Ath-CysGCA-183742	0	0	0
nuclear-Ath-CysGCA-183745	4	0	0
nuclear-Ath-GlnCTG-171763	53813	6052	10384
nuclear-Ath-GlnCTG-171765	20	0	41
nuclear-Ath-GlnCTG-171773	1	0	1
nuclear-Ath-GlnCTG-171774	30805	4465	8659
nuclear-Ath-GlnCTG-171775	0	0	4
nuclear-Ath-GlnTTG-171777	55796	11444	8072
nuclear-Ath-GlnTTG-183749	5	0	1
nuclear-Ath-GluCTC-171821	1	0	0
nuclear-Ath-GluCTC-171824	2598	437	652
nuclear-Ath-GluCTC-171825	75106	10655	20018
nuclear-Ath-GluCTC-183765	2354	347	704
nuclear-Ath-GluTTC-171820	0	0	0
nuclear-Ath-GluTTC-171822	5	0	2
nuclear-Ath-GluTTC-171826	84	19	24
nuclear-Ath-GluTTC-183764	96014	13652	19937
nuclear-Ath-GlyCCC-171713	252183	59248	82766
nuclear-Ath-GlyGCC-171688	4	0	3
nuclear-Ath-GlyGCC-171690	120	25	36
