Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	252	5672	15058
mitochondrial_bact-Cma-CysGCA-18	0	0	0
mitochondrial_cp-Cma-GlnTTG-10	1539	549	2197
mitochondrial_cp-Cma-HisGTG-15	3379	1632	3520
mitochondrial_cp-Cma-IleCAT-12	356	220	1030
mitochondrial_cp-Cma-IleCAT-13	13	34	33
mitochondrial_cp-Cma-LeuTAG-16	81	37	36
mitochondrial_cp-Cma-SerGCT-11	0	0	0
mitochondrial_cp-Cma-TrpCCA-14	196	110	324
mitochondrial_cp-Cma-TyrGTA-17	0	4	0
mitochondrial_fungal-Cma-GlnTTG-22	71	24	42
mitochondrial_fungal-Cma-GluTTC-20	0	0	0
mitochondrial_fungal-Cma-GlyTCC-24	0	0	0
mitochondrial_fungal-Cma-LysTTT-25	0	0	0
mitochondrial_fungal-Cma-MetCAT-19	21	9	397
mitochondrial_fungal-Cma-SerGCT-23	0	3	7
mitochondrial_fungal-Cma-ThrTGT-21	0	0	0
mitochondrial_native-Cma-AsnGTT-8	1152	319	968
mitochondrial_native-Cma-AspGTC-7	1473	522	1778
mitochondrial_native-Cma-CysGCA-3	277	235	256
mitochondrial_native-Cma-GluTTC-1	1924	1414	3255
mitochondrial_native-Cma-IleCAT-5	0	0	1
mitochondrial_native-Cma-LysTTT-6	477	200	583
mitochondrial_native-Cma-TyrGTA-4	1293	720	3428
mitochondrial_native-Cma-eMetCAT-9	456	158	294
mitochondrial_native-Cma-iMetCAT-2	5244	1037	2642
nuclear-Ath-AlaAGC-171748	41297	41574	246367
nuclear-Ath-AlaAGC-171749	76	83	590
nuclear-Ath-AlaAGC-183743	77	69	615
nuclear-Ath-AlaCGC-171750	45	50	436
nuclear-Ath-AlaCGC-171752	9075	12231	103819
nuclear-Ath-AlaCGC-183744	12	7	21
nuclear-Ath-AlaTGC-171747	7557	8863	61907
nuclear-Ath-AlaTGC-171751	3597	4978	31735
nuclear-Ath-ArgACG-171679	0	0	0
nuclear-Ath-ArgACG-171680	25	16	52
nuclear-Ath-ArgACG-171681	26101	17210	27860
nuclear-Ath-ArgACG-171682	1	2	4
nuclear-Ath-ArgACG-171683	0	0	1
nuclear-Ath-ArgACG-171772	0	0	0
nuclear-Ath-ArgCCG-171678	31099	10533	25864
nuclear-Ath-ArgCCG-171686	407	177	483
nuclear-Ath-ArgCCG-183763	3	0	0
nuclear-Ath-ArgCCT-171715	3	0	3
nuclear-Ath-ArgCCT-171716	17669	9552	20863
nuclear-Ath-ArgCCT-171719	1	0	1
nuclear-Ath-ArgTCG-171676	34065	25247	64571
nuclear-Ath-ArgTCG-171677	150	86	149
nuclear-Ath-ArgTCT-171693	0	0	0
nuclear-Ath-ArgTCT-171694	3	1	0
nuclear-Ath-ArgTCT-171695	0	0	0
nuclear-Ath-ArgTCT-171696	21	100	143
nuclear-Ath-ArgTCT-171714	772	330	624
nuclear-Ath-ArgTCT-171717	527	149	319
nuclear-Ath-ArgTCT-183731	0	0	0
nuclear-Ath-AsnGTT-171725	18	9	22
nuclear-Ath-AsnGTT-171727	210	58	538
nuclear-Ath-AsnGTT-171729	107	25	59
nuclear-Ath-AsnGTT-183736	6735	4280	15555
nuclear-Ath-AsnGTT-183737	1	1	1
nuclear-Ath-AsnGTT-183738	3	3	7
nuclear-Ath-AsnGTT-183739	4	5	4
nuclear-Ath-AspGTC-171804	87513	55426	113292
nuclear-Ath-AspGTC-183754	1	0	1
nuclear-Ath-AspGTC-183755	0	0	1
nuclear-Ath-AspGTC-183756	5	5	73
nuclear-Ath-AspGTC-183757	4	0	25
nuclear-Ath-CysGCA-171684	1	0	0
nuclear-Ath-CysGCA-171742	0	0	0
nuclear-Ath-CysGCA-171756	1306	653	2104
nuclear-Ath-CysGCA-171757	1	0	7
nuclear-Ath-CysGCA-171758	0	0	0
nuclear-Ath-CysGCA-171759	0	1	0
nuclear-Ath-CysGCA-171762	2	0	9
nuclear-Ath-CysGCA-183716	0	0	6
nuclear-Ath-CysGCA-183742	0	0	0
nuclear-Ath-CysGCA-183745	3	0	6
nuclear-Ath-GlnCTG-171763	6465	3814	7136
nuclear-Ath-GlnCTG-171765	12	2	50
nuclear-Ath-GlnCTG-171773	1	0	0
nuclear-Ath-GlnCTG-171774	6014	4816	8825
nuclear-Ath-GlnCTG-171775	4	3	5
nuclear-Ath-GlnTTG-171777	5175	4813	8239
nuclear-Ath-GlnTTG-183749	0	0	3
nuclear-Ath-GluCTC-171821	0	1	1
nuclear-Ath-GluCTC-171824	532	179	309
nuclear-Ath-GluCTC-171825	15315	5147	11000
nuclear-Ath-GluCTC-183765	438	115	234
nuclear-Ath-GluTTC-171820	0	0	0
nuclear-Ath-GluTTC-171822	0	0	0
nuclear-Ath-GluTTC-171826	16	2	13
nuclear-Ath-GluTTC-183764	3902	1920	8617
nuclear-Ath-GlyCCC-171713	43395	24494	67314
nuclear-Ath-GlyGCC-171688	2	2	2
nuclear-Ath-GlyGCC-171690	209	97	258
nuclear-Ath-GlyGCC-171691	89894	39578	102982
nuclear-Ath-GlyGCC-171692	62	38	58
nuclear-Ath-GlyGCC-183730	1	1	0
nuclear-Ath-GlyTCC-171720	11526	10319	38518
nuclear-Ath-HisGTG-171768	27	34	32
nuclear-Ath-HisGTG-171770	8496	7510	15911
nuclear-Ath-HisGTG-183747	0	0	0
nuclear-Ath-HisGTG-183748	0	0	0
nuclear-Ath-IleAAT-171735	34527	38371	164903
nuclear-Ath-IleAAT-171736	1	0	267
nuclear-Ath-IleTAT-171721	0	0	0
nuclear-Ath-IleTAT-171764	972	1319	2202
nuclear-Ath-LeuAAG-171816	304	236	771
nuclear-Ath-LeuAAG-171817	1474	1169	2667
nuclear-Ath-LeuCAA-171786	10401	7809	21365
nuclear-Ath-LeuCAA-171787	90	82	155
nuclear-Ath-LeuCAA-171789	7757	5498	18142
nuclear-Ath-LeuCAA-171790	10	7	23
nuclear-Ath-LeuCAA-183751	16	9	98
nuclear-Ath-LeuCAG-171781	39335	27809	74219
nuclear-Ath-LeuTAA-171698	64	27	55
nuclear-Ath-LeuTAA-171699	9715	6700	10763
nuclear-Ath-LeuTAA-171791	0	0	0
nuclear-Ath-LeuTAG-171673	4	4	13
nuclear-Ath-LeuTAG-171675	3777	5126	11681
nuclear-Ath-LeuTAG-171685	4	4	12
nuclear-Ath-LysCTT-171703	3	4	12
nuclear-Ath-LysCTT-171704	69557	33286	69098
nuclear-Ath-LysCTT-183733	520	207	318
nuclear-Ath-LysTTT-171707	0	0	0
nuclear-Ath-LysTTT-171712	2642	1117	1657
nuclear-Ath-LysTTT-183734	7	2	6
nuclear-Ath-LysTTT-183735	0	0	0
nuclear-Ath-PheGAA-171718	7541	6689	17835
nuclear-Ath-ProAGG-171737	21283	11340	20367
nuclear-Ath-ProAGG-171738	0	0	0
nuclear-Ath-ProAGG-171743	31	12	9
nuclear-Ath-ProCGG-171739	0	0	3
nuclear-Ath-ProCGG-171760	0	0	0
nuclear-Ath-ProCGG-171761	19127	8780	26992
nuclear-Ath-ProTGG-171741	164	89	212
nuclear-Ath-ProTGG-171744	7202	3161	8032
nuclear-Ath-ProTGG-183741	28	11	45
nuclear-Ath-SerAGA-171812	37	23	132
nuclear-Ath-SerAGA-171813	2596	1430	3193
nuclear-Ath-SerAGA-171814	12	6	69
nuclear-Ath-SerAGA-171815	5023	3270	9187
nuclear-Ath-SerAGA-183750	2	5	12
nuclear-Ath-SerAGA-183759	0	0	1
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	74	18	112
nuclear-Ath-SerCGA-171782	7763	7220	22884
nuclear-Ath-SerCGA-171785	0	0	0
nuclear-Ath-SerCGA-171794	1	0	1
nuclear-Ath-SerGCT-171796	0	1	1
nuclear-Ath-SerGCT-171797	0	1	0
nuclear-Ath-SerGCT-171798	17474	9665	16328
nuclear-Ath-SerGCT-171800	35	6	13
nuclear-Ath-SerGCT-183728	0	0	0
nuclear-Ath-SerGCT-183752	0	0	0
nuclear-Ath-SerGCT-183753	0	0	1
nuclear-Ath-SerTGA-171783	3	2	25
nuclear-Ath-SerTGA-171784	0	0	0
nuclear-Ath-SerTGA-171792	4786	7223	20581
nuclear-Ath-SerTGA-171793	0	2	1
nuclear-Ath-ThrAGT-171722	4	5	8
nuclear-Ath-ThrAGT-171723	12668	6704	19044
nuclear-Ath-ThrAGT-171731	65	40	118
nuclear-Ath-ThrCGT-171709	67390	53862	61122
nuclear-Ath-ThrCGT-171710	55	20	34
nuclear-Ath-ThrCGT-171711	138	79	60
nuclear-Ath-ThrTGT-171700	3	1	0
nuclear-Ath-ThrTGT-171705	2564	2053	6073
nuclear-Ath-ThrTGT-183732	0	1	1
nuclear-Ath-TrpCCA-171732	2809	4995	25670
nuclear-Ath-TrpCCA-171734	3	6	46
nuclear-Ath-TrpCCA-183740	478	450	1394
nuclear-Ath-TyrGTA-171663	8	7	9
nuclear-Ath-TyrGTA-171666	1154	611	2466
nuclear-Ath-TyrGTA-171668	0	1	0
nuclear-Ath-TyrGTA-183718	0	0	1
nuclear-Ath-TyrGTA-183719	10	2	7
nuclear-Ath-TyrGTA-183720	0	0	0
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	0
nuclear-Ath-TyrGTA-183724	1	0	0
nuclear-Ath-TyrGTA-183725	0	0	0
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	0	0	0
nuclear-Ath-ValAAC-171778	644	445	1638
nuclear-Ath-ValAAC-171779	18439	20932	170144
nuclear-Ath-ValCAC-171807	601	606	2128
nuclear-Ath-ValCAC-183758	17	10	32
nuclear-Ath-ValTAC-171767	249	169	889
nuclear-Ath-ValTAC-183729	0	0	0
nuclear-Ath-ValTAC-183746	0	0	2
nuclear-Ath-eMetCAT-171754	13181	10925	58846
nuclear-Ath-iMetCAT-171655	0	2	47
nuclear-Ath-iMetCAT-171658	2	0	10
nuclear-Ath-iMetCAT-171659	2467	1774	4255
nuclear-Ath-iMetCAT-183717	0	0	0
plastid-Cma-AlaTGC-22	2544	1759	7983
plastid-Cma-ArgACG-20	6062	6314	20675
plastid-Cma-ArgTCT-15	1060	412	778
plastid-Cma-AsnGTT-27	2883	621	2348
plastid-Cma-AspGTC-19	1311	753	2457
plastid-Cma-CysGCA-18	1014	695	1183
plastid-Cma-GlnTTG-28	1857	680	2194
plastid-Cma-GluTTC-8	4123	1772	5763
plastid-Cma-GlyGCC-14	333	49	147
plastid-Cma-GlyTCC-30	188	66	128
plastid-Cma-HisGTG-13	8675	3660	9293
plastid-Cma-IleCAT-29	1021	698	2919
plastid-Cma-IleGAT-21	2508	1519	3241
plastid-Cma-LeuCAA-11	1362	641	1989
plastid-Cma-LeuTAA-23	376	137	308
plastid-Cma-LeuTAG-10	2725	768	1602
plastid-Cma-LysTTT-25	149	95	269
plastid-Cma-PheGAA-26	565	359	1441
plastid-Cma-ProTGG-2	338	112	89
plastid-Cma-SerGCT-17	678	177	384
plastid-Cma-SerGGA-16	293	106	263
plastid-Cma-SerTGA-6	256	53	110
plastid-Cma-ThrGGT-9	520	160	203
plastid-Cma-ThrTGT-7	1679	454	658
plastid-Cma-TrpCCA-12	450	185	572
plastid-Cma-TyrGTA-24	360	170	512
plastid-Cma-ValGAC-1	2479	740	1014
plastid-Cma-ValTAC-3	30	28	28
