Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	12410	1810	5505
mitochondrial_bact-Cma-CysGCA-18	0	0	0
mitochondrial_cp-Cma-GlnTTG-10	5430	1020	2256
mitochondrial_cp-Cma-HisGTG-15	10959	1475	2289
mitochondrial_cp-Cma-IleCAT-12	721	165	342
mitochondrial_cp-Cma-IleCAT-13	104	15	76
mitochondrial_cp-Cma-LeuTAG-16	432	63	136
mitochondrial_cp-Cma-SerGCT-11	0	0	0
mitochondrial_cp-Cma-TrpCCA-14	978	245	386
mitochondrial_cp-Cma-TyrGTA-17	0	0	0
mitochondrial_fungal-Cma-GlnTTG-22	559	53	105
mitochondrial_fungal-Cma-GluTTC-20	0	0	0
mitochondrial_fungal-Cma-GlyTCC-24	0	0	0
mitochondrial_fungal-Cma-LysTTT-25	0	0	0
mitochondrial_fungal-Cma-MetCAT-19	98	7	725
mitochondrial_fungal-Cma-SerGCT-23	4	1	5
mitochondrial_fungal-Cma-ThrTGT-21	0	0	0
mitochondrial_native-Cma-AsnGTT-8	7950	867	1407
mitochondrial_native-Cma-AspGTC-7	5431	1342	2358
mitochondrial_native-Cma-CysGCA-3	893	163	161
mitochondrial_native-Cma-GluTTC-1	9793	1504	1866
mitochondrial_native-Cma-IleCAT-5	2	0	3
mitochondrial_native-Cma-LysTTT-6	1208	264	670
mitochondrial_native-Cma-TyrGTA-4	4554	1127	2617
mitochondrial_native-Cma-eMetCAT-9	3665	385	584
mitochondrial_native-Cma-iMetCAT-2	29405	3295	5447
nuclear-Ath-AlaAGC-171748	685662	287202	938955
nuclear-Ath-AlaAGC-171749	3978	1297	4075
nuclear-Ath-AlaAGC-183743	54905	16300	60217
nuclear-Ath-AlaCGC-171750	284	100	328
nuclear-Ath-AlaCGC-171752	123923	45835	157622
nuclear-Ath-AlaCGC-183744	727	127	276
nuclear-Ath-AlaTGC-171747	232472	90215	295541
nuclear-Ath-AlaTGC-171751	110584	53519	168239
nuclear-Ath-ArgACG-171679	12	11	4
nuclear-Ath-ArgACG-171680	56	10	16
nuclear-Ath-ArgACG-171681	68666	24488	14393
nuclear-Ath-ArgACG-171682	24	12	5
nuclear-Ath-ArgACG-171683	9	1	2
nuclear-Ath-ArgACG-171772	1	1	3
nuclear-Ath-ArgCCG-171678	103176	20939	27643
nuclear-Ath-ArgCCG-171686	799	168	177
nuclear-Ath-ArgCCG-183763	5	2	2
nuclear-Ath-ArgCCT-171715	17	11	52
nuclear-Ath-ArgCCT-171716	107147	29103	27723
nuclear-Ath-ArgCCT-171719	12	2	6
nuclear-Ath-ArgTCG-171676	172375	55453	57914
nuclear-Ath-ArgTCG-171677	201	81	66
nuclear-Ath-ArgTCT-171693	0	0	0
nuclear-Ath-ArgTCT-171694	140	22	40
nuclear-Ath-ArgTCT-171695	0	0	0
nuclear-Ath-ArgTCT-171696	52046	7595	13373
nuclear-Ath-ArgTCT-171714	69306	10496	17903
nuclear-Ath-ArgTCT-171717	5691	1041	2330
nuclear-Ath-ArgTCT-183731	0	0	0
nuclear-Ath-AsnGTT-171725	6087	1052	1307
nuclear-Ath-AsnGTT-171727	17411	3056	3765
nuclear-Ath-AsnGTT-171729	40062	7558	9397
nuclear-Ath-AsnGTT-183736	96423	21555	28606
nuclear-Ath-AsnGTT-183737	3	2	1
nuclear-Ath-AsnGTT-183738	17470	3108	3547
nuclear-Ath-AsnGTT-183739	11	2	155
nuclear-Ath-AspGTC-171804	376915	103931	103667
nuclear-Ath-AspGTC-183754	1	1	0
nuclear-Ath-AspGTC-183755	0	0	4
nuclear-Ath-AspGTC-183756	122	35	3081
nuclear-Ath-AspGTC-183757	25	8	456
nuclear-Ath-CysGCA-171684	0	0	1
nuclear-Ath-CysGCA-171742	0	0	0
nuclear-Ath-CysGCA-171756	20808	3219	6501
nuclear-Ath-CysGCA-171757	2	0	2
nuclear-Ath-CysGCA-171758	0	0	6
nuclear-Ath-CysGCA-171759	1	0	1
nuclear-Ath-CysGCA-171762	183	16	53
nuclear-Ath-CysGCA-183716	0	0	6
nuclear-Ath-CysGCA-183742	0	0	0
nuclear-Ath-CysGCA-183745	133	11	17
nuclear-Ath-GlnCTG-171763	55754	6322	10736
nuclear-Ath-GlnCTG-171765	1711	205	302
nuclear-Ath-GlnCTG-171773	1	0	1
nuclear-Ath-GlnCTG-171774	31003	4503	8714
nuclear-Ath-GlnCTG-171775	9	3	23
nuclear-Ath-GlnTTG-171777	55805	11444	8153
nuclear-Ath-GlnTTG-183749	9	1	77
nuclear-Ath-GluCTC-171821	11	0	19
nuclear-Ath-GluCTC-171824	23933	3873	6457
nuclear-Ath-GluCTC-171825	102832	15244	27718
nuclear-Ath-GluCTC-183765	8807	1440	2597
nuclear-Ath-GluTTC-171820	0	0	29
nuclear-Ath-GluTTC-171822	5	0	2
nuclear-Ath-GluTTC-171826	91	19	67
nuclear-Ath-GluTTC-183764	96022	13653	19977
nuclear-Ath-GlyCCC-171713	252183	59248	82766
nuclear-Ath-GlyGCC-171688	22	2	5
