Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	396	13781	45665
mitochondrial_bact-Cma-CysGCA-18	0	0	0
mitochondrial_cp-Cma-GlnTTG-10	5192	1331	4030
mitochondrial_cp-Cma-HisGTG-15	17157	4574	7667
mitochondrial_cp-Cma-IleCAT-12	875	387	1333
mitochondrial_cp-Cma-IleCAT-13	10	33	101
mitochondrial_cp-Cma-LeuTAG-16	180	83	163
mitochondrial_cp-Cma-SerGCT-11	1	0	2
mitochondrial_cp-Cma-TrpCCA-14	1160	396	924
mitochondrial_cp-Cma-TyrGTA-17	0	0	0
mitochondrial_fungal-Cma-GlnTTG-22	343	52	106
mitochondrial_fungal-Cma-GluTTC-20	0	0	0
mitochondrial_fungal-Cma-GlyTCC-24	0	0	0
mitochondrial_fungal-Cma-LysTTT-25	0	0	0
mitochondrial_fungal-Cma-MetCAT-19	62	10	530
mitochondrial_fungal-Cma-SerGCT-23	0	6	3
mitochondrial_fungal-Cma-ThrTGT-21	0	0	0
mitochondrial_native-Cma-AsnGTT-8	3858	853	1892
mitochondrial_native-Cma-AspGTC-7	6111	1836	4933
mitochondrial_native-Cma-CysGCA-3	687	348	334
mitochondrial_native-Cma-GluTTC-1	6890	3589	7428
mitochondrial_native-Cma-IleCAT-5	0	0	1
mitochondrial_native-Cma-LysTTT-6	2049	552	1424
mitochondrial_native-Cma-TyrGTA-4	4139	1267	5513
mitochondrial_native-Cma-eMetCAT-9	1933	523	625
mitochondrial_native-Cma-iMetCAT-2	27792	4373	6964
nuclear-Ath-AlaAGC-171748	151182	109130	605075
nuclear-Ath-AlaAGC-171749	1437	809	4155
nuclear-Ath-AlaAGC-183743	11480	6960	53064
nuclear-Ath-AlaCGC-171750	371	349	2024
nuclear-Ath-AlaCGC-171752	55016	42379	268872
nuclear-Ath-AlaCGC-183744	632	186	619
nuclear-Ath-AlaTGC-171747	51591	39324	244531
nuclear-Ath-AlaTGC-171751	28240	26974	154850
nuclear-Ath-ArgACG-171679	22	10	11
nuclear-Ath-ArgACG-171680	46	20	37
nuclear-Ath-ArgACG-171681	68087	29552	32798
nuclear-Ath-ArgACG-171682	28	12	27
nuclear-Ath-ArgACG-171683	11	0	10
nuclear-Ath-ArgACG-171772	2	1	6
nuclear-Ath-ArgCCG-171678	99533	24726	49353
nuclear-Ath-ArgCCG-171686	1549	478	954
nuclear-Ath-ArgCCG-183763	6	2	6
nuclear-Ath-ArgCCT-171715	15	1	34
nuclear-Ath-ArgCCT-171716	58722	22297	33568
nuclear-Ath-ArgCCT-171719	51	18	8
nuclear-Ath-ArgTCG-171676	117075	53073	88852
nuclear-Ath-ArgTCG-171677	228	86	94
nuclear-Ath-ArgTCT-171693	1	1	3
nuclear-Ath-ArgTCT-171694	131	24	37
nuclear-Ath-ArgTCT-171695	0	0	0
nuclear-Ath-ArgTCT-171696	31700	8335	16710
nuclear-Ath-ArgTCT-171714	39628	10394	20761
nuclear-Ath-ArgTCT-171717	5748	1491	3314
nuclear-Ath-ArgTCT-183731	94	31	53
nuclear-Ath-AsnGTT-171725	1234	494	1305
nuclear-Ath-AsnGTT-171727	4447	1944	5326
nuclear-Ath-AsnGTT-171729	9758	4693	11149
nuclear-Ath-AsnGTT-183736	27092	15110	37662
nuclear-Ath-AsnGTT-183737	19	12	24
nuclear-Ath-AsnGTT-183738	3636	1516	3715
nuclear-Ath-AsnGTT-183739	7	0	150
nuclear-Ath-AspGTC-171804	359906	150122	214885
nuclear-Ath-AspGTC-183754	31	7	13
nuclear-Ath-AspGTC-183755	7	3	2
nuclear-Ath-AspGTC-183756	149	51	3199
nuclear-Ath-AspGTC-183757	40	17	1176
nuclear-Ath-CysGCA-171684	2	0	1
nuclear-Ath-CysGCA-171742	0	1	0
nuclear-Ath-CysGCA-171756	10508	3250	6779
nuclear-Ath-CysGCA-171757	8	1	2
nuclear-Ath-CysGCA-171758	0	0	0
nuclear-Ath-CysGCA-171759	2	0	0
nuclear-Ath-CysGCA-171762	1722	511	594
nuclear-Ath-CysGCA-183716	1	0	48
nuclear-Ath-CysGCA-183742	0	0	0
nuclear-Ath-CysGCA-183745	1316	424	509
nuclear-Ath-GlnCTG-171763	36361	10701	15722
nuclear-Ath-GlnCTG-171765	2867	924	1523
nuclear-Ath-GlnCTG-171773	0	1	0
nuclear-Ath-GlnCTG-171774	31588	11981	17222
nuclear-Ath-GlnCTG-171775	120	55	83
nuclear-Ath-GlnTTG-171777	30824	17472	23492
nuclear-Ath-GlnTTG-183749	93	19	98
nuclear-Ath-GluCTC-171821	34	10	37
nuclear-Ath-GluCTC-171824	20188	4088	5914
nuclear-Ath-GluCTC-171825	80800	19085	28949
nuclear-Ath-GluCTC-183765	5544	1530	1930
nuclear-Ath-GluTTC-171820	0	0	11
nuclear-Ath-GluTTC-171822	1	3	0
nuclear-Ath-GluTTC-171826	14	6	10
nuclear-Ath-GluTTC-183764	24982	7585	23683
nuclear-Ath-GlyCCC-171713	162798	58305	108455
nuclear-Ath-GlyGCC-171688	283	109	265
nuclear-Ath-GlyGCC-171690	24604	5914	13695
nuclear-Ath-GlyGCC-171691	352417	104578	223104
nuclear-Ath-GlyGCC-171692	1057	464	664
nuclear-Ath-GlyGCC-183730	3	1	5
nuclear-Ath-GlyTCC-171720	68856	39857	101155
nuclear-Ath-HisGTG-171768	9974	5679	10246
nuclear-Ath-HisGTG-171770	45634	29295	54843
nuclear-Ath-HisGTG-183747	5	6	11
nuclear-Ath-HisGTG-183748	0	0	0
nuclear-Ath-IleAAT-171735	115479	83736	306106
nuclear-Ath-IleAAT-171736	2	0	1647
nuclear-Ath-IleTAT-171721	1	1	1
nuclear-Ath-IleTAT-171764	5684	5890	5689
nuclear-Ath-LeuAAG-171816	73410	36742	85381
nuclear-Ath-LeuAAG-171817	80132	41010	91810
nuclear-Ath-LeuCAA-171786	68410	31084	63698
nuclear-Ath-LeuCAA-171787	27438	11568	25156
nuclear-Ath-LeuCAA-171789	61276	27368	60714
nuclear-Ath-LeuCAA-171790	74	39	75
nuclear-Ath-LeuCAA-183751	31243	13442	29532
nuclear-Ath-LeuCAG-171781	129786	60695	117473
nuclear-Ath-LeuTAA-171698	15143	5844	13037
nuclear-Ath-LeuTAA-171699	57355	25029	40874
nuclear-Ath-LeuTAA-171791	4	4	5
nuclear-Ath-LeuTAG-171673	61	30	122
nuclear-Ath-LeuTAG-171675	115114	88038	250851
nuclear-Ath-LeuTAG-171685	90098	66373	214248
nuclear-Ath-LysCTT-171703	10663	4386	7093
nuclear-Ath-LysCTT-171704	235956	93196	132483
nuclear-Ath-LysCTT-183733	7598	2900	3561
nuclear-Ath-LysTTT-171707	243	82	81
nuclear-Ath-LysTTT-171712	6667	1549	2763
nuclear-Ath-LysTTT-183734	359	109	125
nuclear-Ath-LysTTT-183735	0	0	0
nuclear-Ath-PheGAA-171718	27704	17344	35620
nuclear-Ath-ProAGG-171737	98982	41339	63189
nuclear-Ath-ProAGG-171738	17	3	71
nuclear-Ath-ProAGG-171743	373	137	237
nuclear-Ath-ProCGG-171739	21	4	57
nuclear-Ath-ProCGG-171760	16	2	6
nuclear-Ath-ProCGG-171761	77338	26255	56432
nuclear-Ath-ProTGG-171741	1527	633	1108
nuclear-Ath-ProTGG-171744	48719	16842	30350
nuclear-Ath-ProTGG-183741	10425	4736	8279
nuclear-Ath-SerAGA-171812	16023	8083	22537
nuclear-Ath-SerAGA-171813	17843	7958	21975
nuclear-Ath-SerAGA-171814	9494	5032	13427
nuclear-Ath-SerAGA-171815	15840	7691	19942
nuclear-Ath-SerAGA-183750	14	13	60
nuclear-Ath-SerAGA-183759	3454	1868	8113
nuclear-Ath-SerAGA-183760	0	0	1
nuclear-Ath-SerAGA-183761	0	0	3
nuclear-Ath-SerAGA-183762	1302	492	1729
nuclear-Ath-SerCGA-171782	20658	14468	36479
nuclear-Ath-SerCGA-171785	0	0	0
nuclear-Ath-SerCGA-171794	24	15	25
nuclear-Ath-SerGCT-171796	40	13	27
nuclear-Ath-SerGCT-171797	3	1	11
nuclear-Ath-SerGCT-171798	85310	38675	53088
nuclear-Ath-SerGCT-171800	647	163	187
nuclear-Ath-SerGCT-183728	2	0	5
nuclear-Ath-SerGCT-183752	2	0	1
nuclear-Ath-SerGCT-183753	423	161	264
nuclear-Ath-SerTGA-171783	35	24	60
nuclear-Ath-SerTGA-171784	1	0	0
nuclear-Ath-SerTGA-171792	18342	18621	39660
nuclear-Ath-SerTGA-171793	78	53	61
nuclear-Ath-ThrAGT-171722	122	43	202
nuclear-Ath-ThrAGT-171723	40506	18959	48862
nuclear-Ath-ThrAGT-171731	19	16	53
nuclear-Ath-ThrCGT-171709	262893	122421	114914
nuclear-Ath-ThrCGT-171710	284	62	174
nuclear-Ath-ThrCGT-171711	1847	691	364
nuclear-Ath-ThrTGT-171700	14	11	20
nuclear-Ath-ThrTGT-171705	10428	5125	11602
nuclear-Ath-ThrTGT-183732	2	1	3
nuclear-Ath-TrpCCA-171732	183985	161515	547763
nuclear-Ath-TrpCCA-171734	167763	139116	486063
nuclear-Ath-TrpCCA-183740	3416	2245	6090
nuclear-Ath-TyrGTA-171663	374	96	247
nuclear-Ath-TyrGTA-171666	5345	1873	5443
nuclear-Ath-TyrGTA-171668	10	3	36
nuclear-Ath-TyrGTA-183718	1	0	4
nuclear-Ath-TyrGTA-183719	178	51	88
nuclear-Ath-TyrGTA-183720	0	0	0
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	23
nuclear-Ath-TyrGTA-183724	340	54	94
nuclear-Ath-TyrGTA-183725	3	1	23
nuclear-Ath-TyrGTA-183726	4	0	1
nuclear-Ath-TyrGTA-183727	34	13	6
nuclear-Ath-ValAAC-171778	3045	1626	8195
nuclear-Ath-ValAAC-171779	81036	59572	400106
nuclear-Ath-ValCAC-171807	9377	6815	18073
nuclear-Ath-ValCAC-183758	5296	3948	11988
nuclear-Ath-ValTAC-171767	997	386	2027
nuclear-Ath-ValTAC-183729	5	0	10
nuclear-Ath-ValTAC-183746	0	0	11
nuclear-Ath-eMetCAT-171754	52334	27449	115568
nuclear-Ath-iMetCAT-171655	5	11	177
nuclear-Ath-iMetCAT-171658	3	0	149
nuclear-Ath-iMetCAT-171659	15830	7676	14158
nuclear-Ath-iMetCAT-183717	0	0	0
plastid-Cma-AlaTGC-22	17661	8697	35973
plastid-Cma-ArgACG-20	29765	20646	56669
plastid-Cma-ArgTCT-15	4755	1228	1432
plastid-Cma-AsnGTT-27	9746	1626	5073
plastid-Cma-AspGTC-19	8282	4017	10306
plastid-Cma-CysGCA-18	3646	1520	2201
plastid-Cma-GlnTTG-28	7736	1751	5453
plastid-Cma-GluTTC-8	27039	7064	20135
plastid-Cma-GlyGCC-14	2219	218	496
plastid-Cma-GlyTCC-30	968	161	339
plastid-Cma-HisGTG-13	43376	11879	23310
plastid-Cma-IleCAT-29	3991	1588	5779
plastid-Cma-IleGAT-21	13069	5037	9083
plastid-Cma-LeuCAA-11	4877	1680	3728
plastid-Cma-LeuTAA-23	1455	384	743
plastid-Cma-LeuTAG-10	9594	2317	3330
plastid-Cma-LysTTT-25	837	358	901
plastid-Cma-PheGAA-26	2009	647	2993
plastid-Cma-ProTGG-2	2072	424	449
plastid-Cma-SerGCT-17	3090	651	1153
plastid-Cma-SerGGA-16	2082	573	1040
plastid-Cma-SerTGA-6	1683	217	384
plastid-Cma-ThrGGT-9	1929	311	431
plastid-Cma-ThrTGT-7	6237	1227	1966
plastid-Cma-TrpCCA-12	3607	1187	2520
plastid-Cma-TyrGTA-24	1523	546	1667
plastid-Cma-ValGAC-1	13529	2097	2710
plastid-Cma-ValTAC-3	242	63	86
plastid-Cma-eMetCAT-4	1166	291	310
plastid-Cma-iMetCAT-5	11038	1618	4622
Total	4791965	2356024	6450468
