Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	239	10933	32526
mitochondrial_bact-Cma-CysGCA-18	0	0	0
mitochondrial_cp-Cma-GlnTTG-10	2064	591	2067
mitochondrial_cp-Cma-HisGTG-15	8675	2877	5401
mitochondrial_cp-Cma-IleCAT-12	398	222	828
mitochondrial_cp-Cma-IleCAT-13	8	24	47
mitochondrial_cp-Cma-LeuTAG-16	107	33	55
mitochondrial_cp-Cma-SerGCT-11	0	0	4
mitochondrial_cp-Cma-TrpCCA-14	697	233	647
mitochondrial_cp-Cma-TyrGTA-17	0	0	0
mitochondrial_fungal-Cma-GlnTTG-22	169	23	52
mitochondrial_fungal-Cma-GluTTC-20	0	0	0
mitochondrial_fungal-Cma-GlyTCC-24	0	0	0
mitochondrial_fungal-Cma-LysTTT-25	0	0	0
mitochondrial_fungal-Cma-MetCAT-19	42	6	385
mitochondrial_fungal-Cma-SerGCT-23	4	0	2
mitochondrial_fungal-Cma-ThrTGT-21	0	0	0
mitochondrial_native-Cma-AsnGTT-8	1923	442	1059
mitochondrial_native-Cma-AspGTC-7	3640	959	3344
mitochondrial_native-Cma-CysGCA-3	281	232	199
mitochondrial_native-Cma-GluTTC-1	2884	1620	4375
mitochondrial_native-Cma-IleCAT-5	0	0	2
mitochondrial_native-Cma-LysTTT-6	1138	338	1014
mitochondrial_native-Cma-TyrGTA-4	1861	626	3414
mitochondrial_native-Cma-eMetCAT-9	972	306	418
mitochondrial_native-Cma-iMetCAT-2	13286	2172	4265
nuclear-Ath-AlaAGC-171748	60218	44162	278325
nuclear-Ath-AlaAGC-171749	572	352	1942
nuclear-Ath-AlaAGC-183743	5165	3076	27968
nuclear-Ath-AlaCGC-171750	166	133	1028
nuclear-Ath-AlaCGC-171752	25727	20738	164695
nuclear-Ath-AlaCGC-183744	242	71	310
nuclear-Ath-AlaTGC-171747	21897	16369	124231
nuclear-Ath-AlaTGC-171751	12131	11358	81925
nuclear-Ath-ArgACG-171679	7	3	3
nuclear-Ath-ArgACG-171680	18	5	9
nuclear-Ath-ArgACG-171681	29454	14746	22049
nuclear-Ath-ArgACG-171682	18	4	15
nuclear-Ath-ArgACG-171683	0	0	2
nuclear-Ath-ArgACG-171772	0	0	7
nuclear-Ath-ArgCCG-171678	48468	13691	33882
nuclear-Ath-ArgCCG-171686	650	237	645
nuclear-Ath-ArgCCG-183763	0	0	3
nuclear-Ath-ArgCCT-171715	9	4	27
nuclear-Ath-ArgCCT-171716	27493	12705	26766
nuclear-Ath-ArgCCT-171719	33	15	11
nuclear-Ath-ArgTCG-171676	44863	26138	61083
nuclear-Ath-ArgTCG-171677	92	49	35
nuclear-Ath-ArgTCT-171693	3	0	3
nuclear-Ath-ArgTCT-171694	45	13	24
nuclear-Ath-ArgTCT-171695	0	0	0
nuclear-Ath-ArgTCT-171696	13615	4377	11562
nuclear-Ath-ArgTCT-171714	16563	5157	13874
nuclear-Ath-ArgTCT-171717	2282	740	2048
nuclear-Ath-ArgTCT-183731	26	10	15
nuclear-Ath-AsnGTT-171725	564	220	743
nuclear-Ath-AsnGTT-171727	2094	928	2918
nuclear-Ath-AsnGTT-171729	4601	2305	5788
nuclear-Ath-AsnGTT-183736	11415	6519	19683
nuclear-Ath-AsnGTT-183737	10	2	7
nuclear-Ath-AsnGTT-183738	1759	793	1926
nuclear-Ath-AsnGTT-183739	1	4	58
nuclear-Ath-AspGTC-171804	184052	85644	160497
nuclear-Ath-AspGTC-183754	25	11	6
nuclear-Ath-AspGTC-183755	2	0	2
nuclear-Ath-AspGTC-183756	69	32	1501
nuclear-Ath-AspGTC-183757	23	11	583
