Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	3617	506	1818
mitochondrial_bact-Cma-CysGCA-18	0	0	0
mitochondrial_cp-Cma-GlnTTG-10	1366	317	1408
mitochondrial_cp-Cma-HisGTG-15	1788	268	641
mitochondrial_cp-Cma-IleCAT-12	137	54	342
mitochondrial_cp-Cma-IleCAT-13	51	5	11
mitochondrial_cp-Cma-LeuTAG-16	76	11	46
mitochondrial_cp-Cma-SerGCT-11	0	0	0
mitochondrial_cp-Cma-TrpCCA-14	113	29	83
mitochondrial_cp-Cma-TyrGTA-17	0	0	0
mitochondrial_fungal-Cma-GlnTTG-22	53	6	19
mitochondrial_fungal-Cma-GluTTC-20	1	0	0
mitochondrial_fungal-Cma-GlyTCC-24	0	0	0
mitochondrial_fungal-Cma-LysTTT-25	0	0	0
mitochondrial_fungal-Cma-MetCAT-19	23	0	395
mitochondrial_fungal-Cma-SerGCT-23	3	0	1
mitochondrial_fungal-Cma-ThrTGT-21	0	1	0
mitochondrial_native-Cma-AsnGTT-8	1231	146	488
mitochondrial_native-Cma-AspGTC-7	518	116	543
mitochondrial_native-Cma-CysGCA-3	467	81	135
mitochondrial_native-Cma-GluTTC-1	1665	286	693
mitochondrial_native-Cma-IleCAT-5	0	0	1
mitochondrial_native-Cma-LysTTT-6	109	27	193
mitochondrial_native-Cma-TyrGTA-4	1130	322	1594
mitochondrial_native-Cma-eMetCAT-9	240	37	72
mitochondrial_native-Cma-iMetCAT-2	1198	118	544
nuclear-Ath-AlaAGC-171748	72337	45062	406896
nuclear-Ath-AlaAGC-171749	153	90	806
nuclear-Ath-AlaAGC-183743	13	7	73
nuclear-Ath-AlaCGC-171750	63	43	262
nuclear-Ath-AlaCGC-171752	11679	5940	48651
nuclear-Ath-AlaCGC-183744	1	1	5
nuclear-Ath-AlaTGC-171747	11772	8310	67493
nuclear-Ath-AlaTGC-171751	4593	3804	29663
nuclear-Ath-ArgACG-171679	0	0	0
nuclear-Ath-ArgACG-171680	21	1	7
nuclear-Ath-ArgACG-171681	15732	8674	6351
nuclear-Ath-ArgACG-171682	0	3	0
nuclear-Ath-ArgACG-171683	0	0	0
nuclear-Ath-ArgACG-171772	0	0	1
nuclear-Ath-ArgCCG-171678	29622	5026	17745
nuclear-Ath-ArgCCG-171686	189	35	97
nuclear-Ath-ArgCCG-183763	0	0	0
nuclear-Ath-ArgCCT-171715	0	0	3
nuclear-Ath-ArgCCT-171716	14347	4277	8004
nuclear-Ath-ArgCCT-171719	0	0	1
nuclear-Ath-ArgTCG-171676	44614	15350	33775
nuclear-Ath-ArgTCG-171677	160	34	85
nuclear-Ath-ArgTCT-171693	0	0	0
nuclear-Ath-ArgTCT-171694	1	0	1
nuclear-Ath-ArgTCT-171695	0	0	0
nuclear-Ath-ArgTCT-171696	9	26	40
nuclear-Ath-ArgTCT-171714	680	111	196
nuclear-Ath-ArgTCT-171717	3	4	0
nuclear-Ath-ArgTCT-183731	0	0	0
nuclear-Ath-AsnGTT-171725	19	3	10
nuclear-Ath-AsnGTT-171727	3	0	4
nuclear-Ath-AsnGTT-171729	1	1	1
nuclear-Ath-AsnGTT-183736	5386	2915	10104
nuclear-Ath-AsnGTT-183737	0	0	0
nuclear-Ath-AsnGTT-183738	2	0	2
nuclear-Ath-AsnGTT-183739	0	0	0
nuclear-Ath-AspGTC-171804	70092	20096	30590
nuclear-Ath-AspGTC-183754	0	0	0
nuclear-Ath-AspGTC-183755	0	0	0
nuclear-Ath-AspGTC-183756	6	1	48
nuclear-Ath-AspGTC-183757	3	1	19
nuclear-Ath-CysGCA-171684	0	0	0
nuclear-Ath-CysGCA-171742	0	0	0
nuclear-Ath-CysGCA-171756	1534	233	927
nuclear-Ath-CysGCA-171757	3	1	3
nuclear-Ath-CysGCA-171758	0	0	0
nuclear-Ath-CysGCA-171759	0	0	0
nuclear-Ath-CysGCA-171762	0	0	0
nuclear-Ath-CysGCA-183716	0	0	1
nuclear-Ath-CysGCA-183742	0	0	0
nuclear-Ath-CysGCA-183745	0	0	0
nuclear-Ath-GlnCTG-171763	6293	815	1891
nuclear-Ath-GlnCTG-171765	4	1	13
nuclear-Ath-GlnCTG-171773	0	0	0
nuclear-Ath-GlnCTG-171774	4859	835	2019
nuclear-Ath-GlnCTG-171775	0	0	2
nuclear-Ath-GlnTTG-171777	7194	1489	3281
nuclear-Ath-GlnTTG-183749	0	0	0
nuclear-Ath-GluCTC-171821	0	0	0
nuclear-Ath-GluCTC-171824	271	44	107
nuclear-Ath-GluCTC-171825	5866	850	2794
nuclear-Ath-GluCTC-183765	235	38	148
nuclear-Ath-GluTTC-171820	0	0	0
nuclear-Ath-GluTTC-171822	3	0	0
nuclear-Ath-GluTTC-171826	31	5	10
nuclear-Ath-GluTTC-183764	8814	1484	5580
nuclear-Ath-GlyCCC-171713	46468	13231	30741
nuclear-Ath-GlyGCC-171688	1	0	2
nuclear-Ath-GlyGCC-171690	7	0	9
nuclear-Ath-GlyGCC-171691	77824	18360	54669
nuclear-Ath-GlyGCC-171692	48	16	29
nuclear-Ath-GlyGCC-183730	0	0	0
nuclear-Ath-GlyTCC-171720	12310	4882	20682
nuclear-Ath-HisGTG-171768	4	3	11
nuclear-Ath-HisGTG-171770	8460	3234	13309
nuclear-Ath-HisGTG-183747	0	0	0
nuclear-Ath-HisGTG-183748	0	0	0
nuclear-Ath-IleAAT-171735	24086	18212	188174
nuclear-Ath-IleAAT-171736	0	0	303
nuclear-Ath-IleTAT-171721	0	0	0
nuclear-Ath-IleTAT-171764	371	285	632
nuclear-Ath-LeuAAG-171816	248	93	286
nuclear-Ath-LeuAAG-171817	1608	704	2036
nuclear-Ath-LeuCAA-171786	10143	4294	12320
nuclear-Ath-LeuCAA-171787	115	38	119
nuclear-Ath-LeuCAA-171789	7001	2738	8039
nuclear-Ath-LeuCAA-171790	8	5	22
nuclear-Ath-LeuCAA-183751	8	3	430
nuclear-Ath-LeuCAG-171781	51856	21629	59339
